row_index,id,model_answer,gold_answer,correct,group,reasoning_length,reasoning_top1_mean,reasoning_top1_std,reasoning_top1_min,reasoning_top1_slope,reasoning_ratio_lp_below_-2,reasoning_ratio_lp_below_-3,reasoning_longest_run_lp_below_-2,reasoning_entropy_mean,reasoning_entropy_std,reasoning_entropy_max,reasoning_margin_mean,reasoning_margin_std,reasoning_margin_min,reasoning_candidate_count_mean,reasoning_top1_first_third_mean,reasoning_top1_last_third_mean,reasoning_top1_last_minus_first_third_mean,reasoning_entropy_first_third_mean,reasoning_entropy_last_third_mean,reasoning_entropy_last_minus_first_third_mean,final_length,final_top1_mean,final_top1_std,final_top1_min,final_top1_slope,final_ratio_lp_below_-2,final_ratio_lp_below_-3,final_longest_run_lp_below_-2,final_entropy_mean,final_entropy_std,final_entropy_max,final_margin_mean,final_margin_std,final_margin_min,final_candidate_count_mean,final_top1_first_third_mean,final_top1_last_third_mean,final_top1_last_minus_first_third_mean,final_entropy_first_third_mean,final_entropy_last_third_mean,final_entropy_last_minus_first_third_mean,all_length,all_top1_mean,all_top1_std,all_top1_min,all_top1_slope,all_ratio_lp_below_-2,all_ratio_lp_below_-3,all_longest_run_lp_below_-2,all_entropy_mean,all_entropy_std,all_entropy_max,all_margin_mean,all_margin_std,all_margin_min,all_candidate_count_mean,all_top1_first_third_mean,all_top1_last_third_mean,all_top1_last_minus_first_third_mean,all_entropy_first_third_mean,all_entropy_last_third_mean,all_entropy_last_minus_first_third_mean
0,0,18,18.0,1,correct,95,-0.09075586185778634,0.21234174886015608,-1.1799524,0.0014476913407321193,0.0,0.0,0,0.16463733386655782,0.2945479964522104,1.337799542604353,8.831097495721162,6.045753161839365,0.0,5.0,-0.11986588355014806,-0.06481564603094635,0.05505023751920171,0.20020107918397384,0.10089810488841909,-0.09930297429555475,3,-5.400894933333333e-06,7.947513670802066e-06,-1.6618986e-05,-8.113449599999996e-06,0.0,0.0,0.0,7.425396742513622e-05,9.23999582021499e-05,0.00020450128544514384,16.649896599105066,6.259096003390606,10.985404381014,5.0,-3.920868e-07,-1.6618986e-05,-1.62268992e-05,1.8260233118262437e-05,0.00020450128544514384,0.0001862410523268814,98,-0.08797778652218878,0.20965003256609469,-1.1799524,0.0014836561768606714,0.0,0.0,0,0.1595996885635232,0.29138682520436365,1.337799542604353,9.070448488681892,6.200454943420801,0.0,5.0,-0.12173430468920593,-0.06290964126257147,0.05882466342663446,0.20936285116831244,0.09793455416720488,-0.11142829700110755
1,1,3,3.0,1,correct,56,-0.06569437187501584,0.19034841761055457,-1.1113051,0.003610123919338255,0.0,0.0,0,0.11994576780502555,0.2688847697387494,1.2828811762758616,10.060896708482128,5.978549935532573,0.07909389999999994,5.0,-0.1476065319770072,-0.025857729225495334,0.12174880275151187,0.2213184377277175,0.06501667281317267,-0.15630176491454484,2,-4.15961274e-05,3.848737260000001e-05,-8.00835e-05,-7.697474519999999e-05,0.0,0.0,0.0,0.00041896119076428894,0.00041895593034076855,0.0008379171211050575,16.034447403872598,6.601528487372599,9.4329189165,5.0,-3.1087548e-06,-8.00835e-05,-7.697474520000001e-05,5.260423520387559e-09,0.0008379171211050575,0.0008379118606815371,58,-0.06343048305613253,0.18742099211642807,-1.1113051,0.0034755070838483238,0.0,0.0,0,0.11582415378384413,0.26510679258655007,1.2828811762758616,10.26688121521973,6.0992896383242385,0.07909389999999994,5.0,-0.14148817924137527,-0.01683751233823533,0.12465066690313995,0.2169410024163926,0.03323344230446669,-0.1837075601119259
2,2,70000,70000.0,1,correct,169,-0.03735287319854226,0.1415775501936177,-1.2456906,0.0005717695721697022,0.0,0.0,0,0.07979388807240537,0.22253065208614636,1.2481928084772167,13.068647823487847,7.523423776244554,0.0,5.0,-0.07316481283549625,-0.0037396342249475436,0.06942517861054871,0.1304015485901628,0.01720171741001865,-0.11319983118014416,6,-9.48746075e-06,1.8021704678950414e-05,-4.8387796e-05,5.436835031428568e-06,0.0,0.0,0.0,0.00011807813745354483,0.00019626638217940968,0.000532929688077278,17.897259679205916,5.501331669055315,9.928472612204,5.0,-2.34046021e-05,-4.50760135e-06,1.889700075e-05,0.00026646536530691397,8.774008741202849e-05,-0.00017872527789488548,175,-0.036072528544675096,0.1392951759549235,-1.2456906,0.0005573451612892326,0.0,0.0,0,0.07706214601749274,0.21916263127267974,1.2481928084772167,13.23420022996961,7.514711865670002,0.0,5.0,-0.07071849001927225,-0.0036138380336074574,0.06710465198566479,0.12640915655103438,0.01663038625338832,-0.10977877029764606
3,3,540,540.0,1,correct,68,-0.07091813072512204,0.1952807454289847,-1.3402569,0.0031110503304538155,0.0,0.0,0,0.14756667019655498,0.26996214168315846,1.1795181420451597,9.387667212510173,6.961912366161125,-0.04228019999999999,5.0,-0.1591707024435391,-0.023846010096027086,0.13532469234751202,0.2902605245610091,0.052276585014214165,-0.23798393954679492,4,-2.65757553725e-05,4.665633506249838e-05,-0.000107355416,-3.1909532893e-05,0.0,0.0,0.0,0.00026825183283235007,0.00046461657256338245,0.0010729913425014791,20.267206174244627,6.748740592487431,9.156784644583999,5.0,2.3562461e-07,-5.25540673e-05,-5.278969191e-05,1.3623772140306318e-08,0.0005364967997790826,0.0005364831760069423,72,-0.06697971100458042,0.19047223421812964,-1.3402569,0.002930776173230436,0.0,0.0,0,0.13938342473190374,0.2645167654656811,1.1795181420451597,9.992086043717642,7.383517205690434,-0.04228019999999999,5.0,-0.14591358583091626,-0.022808439476855832,0.12310514635406043,0.26614303776123166,0.04705728922830641,-0.21908574853292526
4,4,20,20.0,1,correct,160,-0.14341804014041787,0.30944167149069934,-1.6955531,0.002228138936130297,0.0,0.0,0,0.2294387112363725,0.38425051542996275,1.4177387192069393,8.864976982359583,7.136836305344754,-0.25684360000000006,5.0,-0.2822767544449547,-0.057313893967090745,0.22496286047786396,0.39351347137822684,0.1195838443318901,-0.2739296270463367,3,-7.569789963666667e-05,0.00010812905848943212,-0.00022861548,-0.00011468213167499996,0.0,0.0,0.0,0.0007206863435949125,0.0010191804191646613,0.0021620251147520426,18.677446302100364,7.7218057141609835,8.37464538452,5.0,7.4878335e-07,-0.00022861548,-0.00022936426335,3.376344117005074e-08,0.0021620251147520426,0.0021619913513108726,163,-0.1407798375224894,0.30718562469040184,-1.6955531,0.002202687622141081,0.0,0.0,0,0.2252291770358919,0.3819372953802284,1.4177387192069393,9.045574577201437,7.268693007351396,-0.25684360000000006,5.0,-0.2770494807838889,-0.05627600980136565,0.22077347098252326,0.38622671344915155,0.11744890265278272,-0.2687778107963688
5,5,64,64.0,1,correct,142,-0.1308466689516321,0.31678385751995125,-1.839045,0.0017416708902298138,0.0,0.0,0,0.19276247329791574,0.3585660348878108,1.439941669955388,9.71713080055541,7.512444604139891,-0.34905239999999993,5.0,-0.20806286477272448,-0.049692166200907294,0.15837069857181718,0.3128752593270814,0.04743842225953182,-0.26543683706754956,3,-4.833331453333334e-05,7.141776770995709e-05,-0.00014932454,-7.516774534999998e-05,0.0,0.0,0.0,0.0004891782848430573,0.0006912309430037873,0.001466726347735868,18.23807966668547,8.279568450496068,8.80929267546,5.0,1.0109507e-06,-0.00014932454,-0.0001503354907,8.084807368122239e-07,0.001466726347735868,0.0014659178669990558,145,-0.1281404964901749,0.31404204088490234,-1.839045,0.0017454524171195032,0.0,0.0,0,0.1887844051252315,0.3558912780492713,1.439941669955388,9.893426294337411,7.626178078964697,-0.34905239999999993,5.0,-0.20384311502745942,-0.0486804033060847,0.15516271172137472,0.30706897602035227,0.04649227274558169,-0.26057670327477056
6,6,260,260.0,1,correct,206,-0.05819999047993321,0.24659298590856837,-2.228664,0.00022198356032564808,0.0048543689320388345,0.0,1,0.07472086790589792,0.20879844286362506,1.0420686343074892,13.967067504180262,7.0674878947170345,0.0,5.0,-0.052204839173834845,-0.01727776153781373,0.03492707763602111,0.08534255903320925,0.046751804903580406,-0.03859075412962885,4,-0.00471032441095175,0.008160280053272797,-0.018844344,-0.005653905672579301,0.0,0.0,0.0,0.023204515631762644,0.040191327676045725,0.09281793719027745,17.344257050589047,7.837128252229722,3.962036156,5.0,2.2472814e-06,-0.0094217929517,-0.0094240402331,5.244605683119755e-09,0.046408970208172924,0.046408964963567244,210,-0.057181139697666895,0.24434520555471462,-2.228664,0.00023805824184361922,0.004761904761904762,0.0,1,0.07373960405305725,0.20699452019269982,1.0420686343074892,14.031394924111858,7.097956885639267,0.0,5.0,-0.05071326408478714,-0.017546965567341682,0.03316629851744546,0.08290468620889384,0.048077751671882454,-0.034826934537011384
7,7,160,160.0,1,correct,169,-0.09219391929358527,0.21422237848388004,-1.2877669,-0.000216724965862618,0.0,0.0,0,0.18752163149685155,0.3022091493906077,1.4457426574971164,8.067958121889847,6.277147692887122,0.0,5.0,-0.059563101414844465,-0.07695342299652633,-0.017390321581681863,0.13056087779586947,0.18005328654509942,0.049492408749229944,4,-0.0005438667832,0.000592142021870253,-0.0014460823,0.0004958100747200001,0.0,0.0,0.0,0.004272794736552561,0.004480567045867326,0.010917040637090923,11.8951363832168,6.776130602814538,6.5400239177,5.0,-0.0014460823,-1.33556314e-05,0.0014327266685999999,0.010917040637090923,0.00017025117170055818,-0.010746789465390365,173,-0.09007484293496364,0.21217890960861574,-1.2877669,-0.00013023376095780924,0.0,0.0,0,0.183284664172914,0.2999626922382905,1.4457426574971164,8.156447792671973,6.3153793602911765,0.0,5.0,-0.058518077210101584,-0.07430744979330171,-0.01578937258320013,0.12827037794278015,0.17373049509467475,0.0454601171518946
8,8,45,45.0,1,correct,301,-0.13993482071866806,0.30529671511625245,-2.6354687,0.0005717847701529995,0.0033222591362126247,0.0,1,0.23522851426691202,0.359320507863402,1.4099678928754016,8.561657913201598,7.194814272052564,-1.0992985000000002,5.0,-0.21854708537615228,-0.1027975217128067,0.11574956366334557,0.32600076423690033,0.1798695851127049,-0.14613117912419543,3,-5.97815983e-05,8.912794631326793e-05,-0.0001858268,-9.434577409999997e-05,0.0,0.0,0.0,0.0006007048026622803,0.0008494952754531034,0.0018020725423287295,17.119486885068365,6.064268970416762,8.5787581732,5.0,2.8647482e-06,-0.0001858268,-0.0001886915482,3.0538072310305857e-08,0.0018020725423287295,0.0018020420042564192,304,-0.13855447493787493,0.3041010654710503,-2.6354687,0.0005819983388216619,0.003289473684210526,0.0,1,0.23291310825246223,0.35829458281495163,1.4099678928754016,8.646110172792387,7.234156526097256,-1.0992985000000002,5.0,-0.2169093500753983,-0.10179148533036983,0.11511786474502847,0.32479531410657614,0.17812382272879834,-0.1466714913777778
9,9,460,460.0,1,correct,132,-0.017242155761518208,0.102501752867436,-1.1077354,0.0005986296759584409,0.0,0.0,0,0.03338257407728686,0.11473888337004161,0.7060939391158019,14.654380000299087,6.9264706049309535,0.0,5.0,-0.04836083394199228,-0.001562514125141273,0.04679831981685101,0.08377145294962927,0.0073647355661981585,-0.07640671738343112,4,-5.0496076275e-05,6.933804500011005e-05,-0.00016804691,-3.9690824710000006e-05,0.0,0.0,0.0,0.000511839235779203,0.0006769869280040988,0.001650308816528829,16.466157003923723,7.026920908642143,8.67972195309,5.0,-3.438443e-05,-8.289189805000001e-05,-4.850746805000001e-05,0.00039704360712978273,0.0008251557097416172,0.00042811210261183447,136,-0.01673651871195223,0.10102489114948439,-1.1077354,0.0005689975334633066,0.0,0.0,0,0.03241578775841898,0.11317536357933748,0.7060939391158019,14.707667559229224,6.936203921423534,0.0,5.0,-0.04728607713492579,-0.0014989895125233916,0.0457870876224024,0.08190986757560682,0.0070886668356166796,-0.07482120073999014
